monitorTime,weight,amplitude,obliguity,windSpeed,moment,height,rotation,安全状态
2025-09-22 00:57:00,27.37,65.7,-1.17,9.14,1438.57,70.13,71.5,安全
2025-09-22 00:57:30,63.79,10.22,-0.81,7.8,521.55,396.02,115.4,安全
2025-09-22 00:58:00,55.52,39.21,-0.96,11.55,1959.25,569.44,202.7,预警
2025-09-22 00:58:30,75.53,36.49,0.33,5.47,2480.48,606.28,211.7,预警
2025-09-22 00:59:00,99.61,35.5,0.32,27.62,3536.16,636.49,463.6,危险
2025-09-22 00:59:30,74.75,57.96,-0.15,1.23,3466.01,541.66,151.0,安全
2025-09-22 01:00:00,9.98,73.67,1.11,5.61,588.18,325.21,71.8,安全
2025-09-22 01:00:30,4.39,26.82,0.91,0.06,94.19,183.43,71.7,安全
2025-09-22 01:01:00,43.0,72.2,-0.46,3.75,2483.68,405.63,81.4,安全
2025-09-22 01:01:30,17.98,36.2,-1.08,1.91,520.7,274.11,75.4,安全
2025-09-22 01:02:00,73.19,22.98,0.24,6.83,1345.52,7.21,119.4,安全
2025-09-22 01:02:30,14.25,76.89,-1.05,4.48,876.55,46.95,179.4,安全
2025-09-22 01:03:00,40.18,47.58,-1.3,8.1,1529.41,115.46,161.6,安全
2025-09-22 01:03:30,16.42,15.26,-1.39,5.1,200.46,310.67,11.8,安全
2025-09-22 01:04:00,62.04,31.27,0.07,4.77,1551.99,220.43,100.7,安全
2025-09-22 01:04:30,12.43,17.07,-2.07,9.31,190.96,577.17,164.2,预警
2025-09-22 01:05:00,88.47,36.75,-0.81,10.89,2926.15,497.52,232.4,预警
2025-09-22 01:05:30,14.29,60.61,-2.22,2.58,779.51,604.19,197.0,预警
2025-09-22 01:06:00,53.45,15.03,3.14,34.63,803.35,629.41,257.7,危险
2025-09-22 01:06:30,14.52,46.65,-0.24,9.64,541.89,449.6,61.5,安全
2025-09-22 01:07:00,20.76,30.38,0.27,2.9,504.55,343.29,73.7,安全
2025-09-22 01:07:30,44.17,33.98,0.79,14.73,1350.81,605.82,240.7,预警
2025-09-22 01:08:00,63.99,28.92,-1.88,0.25,1665.53,527.91,235.5,预警
2025-09-22 01:08:30,78.75,31.87,-1.44,11.16,2258.79,510.03,186.1,预警
2025-09-22 01:09:00,98.26,10.51,-1.09,0.13,1032.71,652.08,503.4,危险
2025-09-22 01:09:30,85.81,37.97,-0.24,14.55,2932.39,561.21,176.6,预警
2025-09-22 01:10:00,95.41,12.84,-0.63,4.21,1225.06,634.25,458.5,危险
2025-09-22 01:10:30,97.83,24.32,0.7,35.52,2379.23,629.64,259.0,危险
2025-09-22 01:11:00,20.99,47.61,-1.35,5.37,799.47,328.27,60.2,安全
2025-09-22 01:11:30,61.68,7.38,-1.27,7.87,364.16,272.53,123.9,安全
2025-09-22 01:12:00,34.79,19.72,0.96,8.64,548.85,382.09,49.0,安全
2025-09-22 01:12:30,47.22,27.58,-1.23,9.91,1041.86,75.26,171.0,安全
2025-09-22 01:13:00,35.69,14.82,0.13,9.43,423.14,402.73,145.2,安全
2025-09-22 01:13:30,52.71,50.98,1.05,2.7,2149.72,269.19,39.8,安全
2025-09-22 01:14:00,79.01,57.11,-1.38,7.62,3609.81,508.89,32.5,安全
2025-09-22 01:14:30,45.44,70.75,-1.4,7.54,2571.9,163.55,166.4,安全
2025-09-22 01:15:00,77.68,57.75,-0.08,9.31,3588.82,464.5,57.4,安全
2025-09-22 01:15:30,66.31,2.48,0.29,2.49,131.56,66.32,13.9,安全
2025-09-22 01:16:00,55.71,24.53,0.67,0.72,1093.25,173.42,97.1,安全
2025-09-22 01:16:30,63.26,21.8,0.38,9.57,1103.25,338.73,41.9,安全
2025-09-22 01:17:00,1.96,69.61,-1.44,9.45,109.15,290.92,169.0,安全
2025-09-22 01:17:30,63.9,67.9,-0.45,8.29,3471.05,221.07,86.4,安全
2025-09-22 01:18:00,50.2,65.44,1.45,8.3,2628.07,229.78,75.8,安全
2025-09-22 01:18:30,59.01,16.84,-1.17,3.84,794.98,157.99,53.3,安全
2025-09-22 01:19:00,18.7,3.38,-1.45,10.67,50.56,235.28,69.2,安全
2025-09-22 01:19:30,54.37,15.9,1.35,8.49,691.59,49.19,75.2,安全
2025-09-22 01:20:00,70.33,61.25,-0.1,6.63,3446.17,91.88,178.4,安全
2025-09-22 01:20:30,18.54,75.42,0.45,6.57,1118.63,281.98,41.5,安全
2025-09-22 01:21:00,14.13,17.65,-0.94,8.42,199.52,192.58,10.4,安全
2025-09-22 01:21:30,77.53,54.12,1.28,10.75,3356.74,95.65,71.3,安全
2025-09-22 01:22:00,60.66,48.49,-1.04,8.81,2353.12,123.45,40.3,安全
2025-09-22 01:22:30,42.96,46.56,0.24,1.0,1600.17,482.6,47.8,安全
2025-09-22 01:23:00,10.37,71.1,1.37,9.31,589.85,445.24,117.9,安全
2025-09-22 01:23:30,44.07,6.79,-0.27,4.03,239.39,142.87,130.2,安全
2025-09-22 01:24:00,39.68,6.49,-0.84,7.38,206.02,41.88,153.2,安全
2025-09-22 01:24:30,39.62,38.45,0.28,8.91,1218.71,191.3,122.0,安全
2025-09-22 01:25:00,45.26,20.67,1.14,8.61,748.42,362.15,153.1,安全
2025-09-22 01:25:30,69.38,46.26,1.01,7.54,2567.62,374.08,111.4,安全
2025-09-22 01:26:00,60.22,11.09,1.14,9.42,534.27,16.1,148.6,安全
2025-09-22 01:26:30,10.32,26.82,0.73,1.74,221.43,449.88,149.8,安全
2025-09-22 01:27:00,40.6,0.52,-0.64,6.67,16.89,539.65,113.7,安全
2025-09-22 01:27:30,20.79,50.72,0.12,8.42,843.58,58.85,137.0,安全
2025-09-22 01:28:00,43.31,75.44,-0.47,6.84,2613.85,512.62,18.5,安全
2025-09-22 01:28:30,74.98,43.0,-1.3,3.26,2579.31,389.5,12.1,安全
2025-09-22 01:29:00,46.58,26.54,0.36,0.5,988.99,479.35,175.2,安全
2025-09-22 01:29:30,77.51,45.91,-1.11,8.19,2846.79,13.53,4.0,安全
2025-09-22 01:30:00,25.9,39.1,0.81,7.38,810.15,245.25,49.3,安全
2025-09-22 01:30:30,79.77,25.62,-0.15,1.78,1634.97,437.15,124.9,安全
2025-09-22 01:31:00,17.67,7.52,0.46,7.35,119.59,150.3,171.2,预警
2025-09-22 01:31:30,12.09,40.62,-0.24,10.19,441.99,351.19,71.6,预警
2025-09-22 01:32:00,94.63,21.57,-0.86,10.93,1837.05,578.15,238.1,预警
2025-09-22 01:32:30,37.86,78.49,2.24,2.01,2674.47,602.79,217.1,预警
2025-09-22 01:33:00,72.75,58.59,1.9,6.66,3836.18,510.97,199.9,预警
2025-09-22 01:33:30,16.05,5.91,0.89,20.89,94.86,632.76,382.0,危险
2025-09-22 01:34:00,0.94,5.81,-0.32,5.19,4.37,330.02,52.5,安全
2025-09-22 01:34:30,55.6,62.1,0.84,0.44,2762.21,264.28,18.9,安全
2025-09-22 01:35:00,19.37,78.93,-1.07,5.39,1223.1,339.99,126.4,安全
2025-09-22 01:35:30,44.78,0.77,-0.52,5.6,27.58,48.34,63.1,安全
2025-09-22 01:36:00,2.67,6.3,-0.31,1.44,13.46,312.15,124.1,安全
2025-09-22 01:36:30,64.05,13.61,-1.0,1.14,697.38,350.04,127.2,安全
2025-09-22 01:37:00,2.54,88.94,-1.68,0.57,203.32,586.12,191.9,预警
2025-09-22 01:37:30,65.19,5.41,-1.98,12.61,317.41,562.17,169.2,预警
2025-09-22 01:38:00,77.68,9.77,-1.38,9.42,683.04,518.24,220.0,预警
2025-09-22 01:38:30,97.78,36.76,1.42,36.82,3594.39,643.9,307.9,危险
2025-09-22 01:39:00,73.66,1.95,-0.11,2.79,129.27,477.55,130.9,预警
2025-09-22 01:39:30,59.42,29.91,1.4,11.68,1599.53,568.84,225.8,预警
2025-09-22 01:40:00,38.94,70.33,-0.67,11.95,2464.79,611.42,216.8,预警
2025-09-22 01:40:30,88.86,7.32,-2.29,7.73,585.41,618.95,237.2,预警
2025-09-22 01:41:00,39.39,69.92,-0.42,26.27,2754.15,642.02,297.4,危险
2025-09-22 01:41:30,31.29,77.55,-0.73,7.1,1941.23,178.86,139.2,安全
2025-09-22 01:42:00,10.48,77.59,-0.14,2.56,650.51,40.43,30.6,安全
2025-09-22 01:42:30,41.59,26.7,0.99,4.66,888.36,136.8,111.1,安全
2025-09-22 01:43:00,56.55,11.99,-1.0,0.41,542.43,405.02,119.5,安全
2025-09-22 01:43:30,37.98,67.54,0.92,6.33,2052.14,477.55,37.1,安全
2025-09-22 01:44:00,8.96,21.59,-1.33,5.74,154.76,515.13,7.1,安全
2025-09-22 01:44:30,9.78,36.18,1.3,3.42,283.07,278.98,7.5,安全
2025-09-22 01:45:00,11.88,78.93,1.4,0.06,750.15,523.5,115.0,安全
2025-09-22 01:45:30,69.43,29.69,0.05,5.28,1649.1,366.78,25.1,安全
2025-09-22 01:46:00,2.41,24.64,0.61,2.19,47.51,370.39,174.6,安全
2025-09-22 01:46:30,7.52,53.81,-0.17,9.38,323.72,97.44,124.7,安全
2025-09-22 01:47:00,67.05,62.79,0.55,5.37,3368.06,339.82,156.4,安全
2025-09-22 01:47:30,45.65,2.35,1.29,7.45,85.82,372.09,38.8,安全
2025-09-22 01:48:00,52.71,29.01,0.45,1.16,1223.29,361.82,179.9,安全
2025-09-22 01:48:30,3.87,78.17,-0.28,9.41,242.01,430.31,102.1,安全
2025-09-22 01:49:00,59.08,61.9,-0.29,3.54,2925.64,367.18,145.4,安全
2025-09-22 01:49:30,60.99,55.45,-0.19,8.83,2705.52,66.12,98.0,安全
2025-09-22 01:50:00,0.47,25.97,-0.4,4.28,9.76,382.51,69.9,安全
2025-09-22 01:50:30,35.9,19.01,-0.38,2.46,545.97,40.27,108.6,安全
2025-09-22 01:51:00,53.46,45.39,-0.11,4.11,1941.24,474.83,93.4,安全
2025-09-22 01:51:30,38.34,2.06,-0.48,4.11,63.18,219.36,104.4,安全
2025-09-22 01:52:00,42.69,47.82,0.79,8.78,1633.15,394.97,172.0,安全
2025-09-22 01:52:30,1.47,15.67,-1.48,7.0,18.43,493.92,43.8,安全
2025-09-22 01:53:00,74.16,3.8,1.3,3.8,225.45,55.79,87.5,安全
2025-09-22 01:53:30,20.55,22.8,-0.58,8.67,374.83,296.54,56.0,安全
2025-09-22 01:54:00,48.83,54.13,-0.68,4.47,2114.53,67.05,32.6,安全
2025-09-22 01:54:30,76.17,32.52,-1.85,7.66,2229.34,617.87,232.9,预警
2025-09-22 01:55:00,44.02,3.4,0.3,14.74,134.7,607.82,180.7,预警
2025-09-22 01:55:30,97.06,43.23,4.27,9.72,4195.9,648.16,329.7,危险
2025-09-22 01:56:00,65.81,28.43,0.5,1.04,1496.78,343.13,81.3,安全
2025-09-22 01:56:30,46.93,12.87,0.71,9.32,483.19,119.21,17.2,安全
2025-09-22 01:57:00,1.9,51.36,0.32,5.91,78.07,127.58,70.4,安全
2025-09-22 01:57:30,47.56,37.87,1.46,1.48,1440.88,382.33,72.8,安全
2025-09-22 01:58:00,88.5,38.6,-1.19,10.4,3074.49,568.8,169.0,预警
2025-09-22 01:58:30,92.57,10.31,1.76,3.5,858.96,561.23,232.4,预警
2025-09-22 01:59:00,84.42,50.86,1.72,7.03,3864.24,580.43,220.2,预警
2025-09-22 01:59:30,44.63,56.76,-2.82,16.32,2533.2,628.34,450.1,危险
2025-09-22 02:00:00,16.08,42.87,-1.21,4.87,551.48,415.89,62.6,安全
2025-09-22 02:00:30,53.2,58.38,1.28,2.54,2484.65,219.63,27.4,安全
2025-09-22 02:01:00,79.4,55.89,-1.9,5.84,3993.9,342.98,16.0,预警
2025-09-22 02:01:30,60.42,8.92,0.85,8.92,485.05,389.81,6.5,预警
2025-09-22 02:02:00,24.26,23.13,1.31,10.18,505.02,533.98,201.4,预警
2025-09-22 02:02:30,83.86,53.39,1.48,5.37,4029.56,521.61,172.2,预警
2025-09-22 02:03:00,65.4,25.62,2.28,9.48,1507.99,533.88,197.5,预警
2025-09-22 02:03:30,98.47,17.57,0.97,29.04,1730.12,626.94,500.0,危险
2025-09-22 02:04:00,73.82,30.73,0.32,8.26,1814.79,96.17,90.5,安全
2025-09-22 02:04:30,75.37,22.91,-2.34,0.75,1554.05,565.12,200.1,预警
2025-09-22 02:05:00,24.95,44.3,0.42,10.28,994.76,574.06,175.4,预警
2025-09-22 02:05:30,4.92,44.85,2.93,0.64,220.66,645.36,535.3,危险
2025-09-22 02:06:00,19.14,11.39,-1.14,3.28,174.4,55.58,124.6,安全
2025-09-22 02:06:30,4.99,40.76,-1.79,10.76,183.05,168.45,112.3,预警
2025-09-22 02:07:00,81.8,7.73,-0.15,9.58,569.08,107.05,66.2,预警
2025-09-22 02:07:30,33.14,66.2,1.83,13.78,1974.48,497.45,228.9,预警
2025-09-22 02:08:00,10.98,42.83,2.47,9.78,423.25,617.44,171.7,预警
2025-09-22 02:08:30,82.45,49.62,-2.33,1.07,3682.05,589.09,195.1,预警
2025-09-22 02:09:00,97.3,40.31,0.86,35.92,3922.16,632.93,449.6,危险
2025-09-22 02:09:30,35.01,20.38,1.02,0.42,570.8,495.97,83.1,安全
2025-09-22 02:10:00,50.98,49.13,1.19,6.88,2003.72,337.67,12.0,安全
2025-09-22 02:10:30,41.48,11.91,0.71,5.54,395.22,374.13,7.5,安全
2025-09-22 02:11:00,6.79,57.31,-1.28,0.78,311.31,6.67,172.2,安全
2025-09-22 02:11:30,59.0,24.91,-0.61,3.78,1175.75,426.06,119.0,安全
2025-09-22 02:12:00,14.82,13.94,-1.2,7.13,165.27,420.41,47.7,安全
2025-09-22 02:12:30,1.69,6.58,1.4,3.2,8.9,423.08,112.4,安全
2025-09-22 02:13:00,76.73,7.49,0.82,6.65,517.24,354.15,95.5,预警
2025-09-22 02:13:30,3.37,92.01,1.44,11.27,279.07,569.32,233.4,预警
2025-09-22 02:14:00,74.95,21.16,-0.83,10.02,1427.35,550.13,215.9,预警
2025-09-22 02:14:30,75.45,15.0,2.37,1.32,1018.58,531.48,237.8,预警
2025-09-22 02:15:00,99.59,12.67,1.03,25.09,1261.81,646.46,475.2,危险
2025-09-22 02:15:30,52.5,13.09,1.31,14.92,618.5,516.03,225.9,预警
2025-09-22 02:16:00,65.42,34.04,0.13,31.05,2226.9,641.93,397.4,危险
2025-09-22 02:16:30,23.81,45.21,0.57,9.43,861.16,349.96,137.0,安全
2025-09-22 02:17:00,12.81,36.93,-1.47,2.67,378.46,399.56,178.5,安全
2025-09-22 02:17:30,7.94,32.13,0.9,2.21,204.09,305.3,132.0,安全
2025-09-22 02:18:00,49.28,14.18,-0.43,8.47,559.03,304.83,0.9,安全
2025-09-22 02:18:30,60.88,2.47,-0.89,8.06,135.34,526.94,66.2,预警
2025-09-22 02:19:00,75.42,19.04,-2.08,9.47,1292.4,587.14,214.2,预警
2025-09-22 02:19:30,31.33,34.8,0.36,9.74,981.26,596.34,213.8,预警
2025-09-22 02:20:00,86.77,3.68,-1.86,6.27,287.38,581.32,185.7,预警
2025-09-22 02:20:30,97.49,3.01,0.85,3.62,293.44,645.78,478.7,危险
2025-09-22 02:21:00,82.12,8.7,-0.2,3.55,643.0,48.74,39.7,预警
2025-09-22 02:21:30,47.86,55.96,1.83,14.65,2410.42,595.25,198.1,预警
2025-09-22 02:22:00,80.83,34.08,-0.95,6.35,2479.22,537.68,164.1,预警
2025-09-22 02:22:30,66.54,18.23,1.32,11.3,1091.72,549.82,236.1,预警
2025-09-22 02:23:00,99.01,24.39,-1.26,1.45,2414.85,646.44,394.0,危险
2025-09-22 02:23:30,34.95,58.36,0.8,1.72,1631.75,335.63,24.4,安全
2025-09-22 02:24:00,60.11,45.95,-1.29,10.33,2485.85,31.39,50.8,预警
2025-09-22 02:24:30,20.94,19.77,1.66,9.79,372.59,417.67,81.0,预警
2025-09-22 02:25:00,62.14,4.51,2.39,9.9,252.23,562.94,192.6,预警
2025-09-22 02:25:30,71.99,1.41,-1.86,7.17,91.36,501.67,184.9,预警
2025-09-22 02:26:00,94.57,13.53,-1.85,7.07,1151.58,619.03,192.8,预警
2025-09-22 02:26:30,9.14,12.11,-5.79,20.5,110.69,639.74,283.3,危险
2025-09-22 02:27:00,98.61,3.44,-1.25,26.9,339.22,637.61,390.6,危险
2025-09-22 02:27:30,13.27,75.66,1.05,7.23,803.21,254.27,74.1,安全
2025-09-22 02:28:00,52.08,40.34,-1.31,5.54,1680.73,443.52,82.7,安全
2025-09-22 02:28:30,90.08,11.07,-0.51,10.59,897.47,561.27,239.2,预警
2025-09-22 02:29:00,92.02,12.9,0.82,14.92,1068.35,503.32,242.0,预警
2025-09-22 02:29:30,83.45,6.15,-0.36,14.06,461.9,618.07,208.1,预警
2025-09-22 02:30:00,22.98,63.43,5.47,28.9,1457.62,652.57,404.6,危险
2025-09-22 02:30:30,88.01,44.42,1.22,14.25,3518.46,620.5,179.8,预警
2025-09-22 02:31:00,14.75,60.6,0.35,24.64,893.85,625.33,505.9,危险
2025-09-22 02:31:30,64.29,34.28,1.4,4.52,1763.09,541.26,120.2,安全
2025-09-22 02:32:00,50.78,12.39,1.15,4.62,503.33,89.24,2.3,安全
2025-09-22 02:32:30,44.78,40.93,0.66,9.62,1466.28,43.68,131.7,安全
2025-09-22 02:33:00,15.0,68.66,0.96,5.85,823.92,390.64,56.6,安全
2025-09-22 02:33:30,37.7,65.73,-0.12,3.87,1982.42,271.82,149.1,安全
2025-09-22 02:34:00,26.82,13.91,0.64,8.92,298.45,55.36,43.2,安全
